,zip_code,CBSA Title,MSA_central_outlying,Total_All_loans,Total_Female Owned_loans,Total_Male Owned_loans,Total_Unanswered_loans,White_All_loans,White_Female Owned_loans,White_Male Owned_loans,White_Unanswered_loans,Black_All_loans,Black_Female Owned_loans,Black_Male Owned_loans,Black_Unanswered_loans,Hispanic_All_loans,Hispanic_Female Owned_loans,Hispanic_Male Owned_loans,Hispanic_Unanswered_loans,Asian_All_loans,Asian_Female Owned_loans,Asian_Male Owned_loans,Asian_Unanswered_loans,Total_All_loan_amnt,Total_Female Owned_loan_amnt,Total_Male Owned_loan_amnt,Total_Unanswered_loan_amnt,White_All_loan_amnt,White_Female Owned_loan_amnt,White_Male Owned_loan_amnt,White_Unanswered_loan_amnt,Black_All_loan_amnt,Black_Female Owned_loan_amnt,Black_Male Owned_loan_amnt,Black_Unanswered_loan_amnt,Hispanic_All_loan_amnt,Hispanic_Female Owned_loan_amnt,Hispanic_Male Owned_loan_amnt,Hispanic_Unanswered_loan_amnt,Asian_All_loan_amnt,Asian_Female Owned_loan_amnt,Asian_Male Owned_loan_amnt,Asian_Unanswered_loan_amnt
515,38344,,Outlying,534.0,38.0,70.0,426.0,56.0,22.0,30.0,4.0,6.0,,6.0,,,,,,,,,,14829447.0,528148.0,1478333.0,12822966.0,1075690.0,272008.0,581482.0,222200.0,57852.0,,57852.0,,,,,,,,,
516,38345,,Outlying,110.0,16.0,30.0,64.0,46.0,14.0,30.0,2.0,,,,,,,,,,,,,1398398.0,465031.0,310850.0,622516.0,764416.0,445031.0,310850.0,8534.0,,,,,,,,,,,,
517,38347,"Jackson, TN",Outlying,12.0,,6.0,6.0,2.0,,2.0,,,,,,,,,,,,,,109772.0,,75046.0,34726.0,22780.0,,22780.0,,,,,,,,,,,,,
518,38348,,Outlying,40.0,8.0,8.0,24.0,6.0,4.0,2.0,,,,,,,,,,,,,,739550.0,278284.0,147594.0,313672.0,136222.0,27472.0,108750.0,,,,,,,,,,,,,
519,38351,,Outlying,1380.0,210.0,470.0,700.0,462.0,176.0,280.0,6.0,26.0,2.0,24.0,,10.0,2.0,8.0,,18.0,4.0,12.0,2.0,55943132.0,4820738.0,20824635.0,30297756.0,14806892.0,4308316.0,8378246.0,2120330.0,380254.0,11174.0,369080.0,,57790.0,3288.0,54502.0,,397696.0,44154.0,307342.0,46200.0
520,38352,"Jackson, TN",Outlying,24.0,2.0,14.0,8.0,2.0,,2.0,,,,,,,,,,,,,,395000.0,41666.0,268283.0,85050.0,41666.0,,41666.0,,,,,,,,,,,,,
521,38355,"Jackson, TN",Outlying,356.0,40.0,96.0,220.0,44.0,8.0,36.0,,8.0,2.0,6.0,,2.0,,2.0,,,,,,9291899.0,639564.0,2544716.0,6107620.0,874974.0,60180.0,814792.0,,153518.0,36500.0,117018.0,,41664.0,,41664.0,,,,,
522,38356,"Jackson, TN",Central,74.0,6.0,22.0,46.0,8.0,,8.0,,8.0,2.0,6.0,,,,,,,,,,1467400.0,234310.0,412698.0,820392.0,207502.0,,207502.0,,136072.0,40684.0,95388.0,,,,,,,,,
523,38357,,Outlying,104.0,8.0,36.0,60.0,22.0,6.0,16.0,,,,,,,,,,,,,,2059337.0,142742.0,724464.0,1192132.0,411096.0,107238.0,303858.0,,,,,,,,,,,,,
524,38358,"Jackson, TN",Outlying,886.0,94.0,220.0,572.0,124.0,38.0,86.0,,22.0,16.0,6.0,,4.0,4.0,,,,,,,42009858.0,3160122.0,13814457.0,25035278.0,6284628.0,1161801.0,5122827.0,,198396.0,142000.0,56396.0,,47548.0,47548.0,,,,,,
525,38359,,Outlying,20.0,2.0,14.0,4.0,12.0,,12.0,,,,,,,,,,,,,,339272.0,42256.0,238400.0,58616.0,208560.0,,208560.0,,,,,,,,,,,,,
526,38361,,Outlying,46.0,4.0,18.0,24.0,8.0,2.0,6.0,,,,,,,,,,,,,,694609.0,141474.0,249525.0,303610.0,103725.0,11070.0,92655.0,,,,,,,,,,,,,
527,38362,"Jackson, TN",Central,64.0,6.0,20.0,38.0,10.0,,10.0,,6.0,,6.0,,2.0,,2.0,,,,,,1628856.0,91982.0,665578.0,871296.0,290726.0,,290726.0,,124996.0,,124996.0,,20826.0,,20826.0,,,,,
528,38363,,Outlying,396.0,58.0,120.0,218.0,78.0,36.0,42.0,,,,,,2.0,,2.0,,,,,,14195492.0,1979145.0,3562003.0,8654344.0,2336477.0,1372729.0,963748.0,,,,,,14686.0,,14686.0,,,,,
529,38365,,Outlying,8.0,,4.0,4.0,,,,,,,,,,,,,,,,,179536.0,,106598.0,72938.0,,,,,,,,,,,,,,,,
530,38366,"Jackson, TN",Central,62.0,6.0,20.0,36.0,12.0,2.0,10.0,,6.0,4.0,2.0,,,,,,,,,,4784916.0,86666.0,400962.0,4297288.0,196216.0,3750.0,192466.0,,123746.0,82916.0,40830.0,,,,,,,,,
531,38367,,Outlying,140.0,8.0,52.0,80.0,38.0,4.0,34.0,,2.0,,2.0,,4.0,,,4.0,,,,,2867915.0,493698.0,859453.0,1514764.0,775073.0,254672.0,520403.0,,34826.0,,34826.0,,83340.0,,,83340.0,,,,
532,38368,,Outlying,116.0,18.0,22.0,76.0,30.0,16.0,14.0,,2.0,2.0,,,,,,,,,,,3912396.0,180978.0,2418624.0,1312794.0,280092.0,139314.0,140778.0,,41664.0,41664.0,,,,,,,,,,
533,38369,"Jackson, TN",Outlying,140.0,18.0,70.0,52.0,14.0,,14.0,,,,,,6.0,,6.0,,,,,,2996288.0,181058.0,1845830.0,969400.0,203440.0,,203440.0,,,,,,144522.0,,144522.0,,,,,
534,38370,,Outlying,12.0,,,12.0,2.0,,,2.0,,,,,,,,,,,,,124506.0,,,124506.0,7304.0,,,7304.0,,,,,,,,,,,,
535,38371,,Outlying,64.0,2.0,20.0,42.0,12.0,,12.0,,,,,,,,,,,,,,830708.0,53476.0,305991.0,471242.0,221854.0,,221854.0,,,,,,,,,,,,,
536,38372,,Outlying,1144.0,136.0,378.0,630.0,218.0,66.0,146.0,6.0,8.0,4.0,4.0,,2.0,,2.0,,8.0,,6.0,2.0,54458812.0,3362412.0,31674498.0,19421902.0,8142775.0,1055606.0,7034590.0,52580.0,59010.0,2766.0,56244.0,,2726774.0,,2726774.0,,265690.0,,238240.0,27450.0
537,38374,,Outlying,172.0,14.0,30.0,128.0,24.0,8.0,16.0,,,,,,,,,,,,,,3423568.0,217060.0,671306.0,2535200.0,378683.0,127148.0,251535.0,,,,,,,,,,,,,
538,38375,,Outlying,498.0,68.0,160.0,270.0,108.0,36.0,70.0,2.0,12.0,4.0,8.0,,2.0,2.0,,,2.0,,2.0,,17229062.0,1224604.0,7880473.0,8123984.0,1905753.0,524226.0,1277248.0,104280.0,258488.0,96414.0,162074.0,,7680.0,7680.0,,,222286.0,,222286.0,
539,38376,,Outlying,8.0,2.0,4.0,2.0,4.0,,4.0,,,,,,,,,,,,,,453476.0,41666.0,36734.0,375074.0,36734.0,,36734.0,,,,,,,,,,,,,
540,38379,,Outlying,46.0,12.0,20.0,14.0,20.0,10.0,10.0,,,,,,,,,,,,,,2759829.0,151276.0,2487977.0,120576.0,166234.0,88308.0,77928.0,,,,,,,,,,,,,
541,38380,,Outlying,26.0,2.0,6.0,18.0,4.0,,4.0,,,,,,,,,,,,,,396048.0,81936.0,123692.0,190420.0,107132.0,,107132.0,,,,,,,,,,,,,
542,38381,,Outlying,92.0,20.0,32.0,40.0,12.0,2.0,8.0,2.0,10.0,6.0,4.0,,,,,,,,,,3680365.0,1020464.0,1985670.0,674232.0,881396.0,403200.0,466424.0,11772.0,196488.0,113994.0,82494.0,,,,,,,,,
543,38382,"Jackson, TN",Outlying,508.0,84.0,126.0,298.0,108.0,32.0,74.0,2.0,14.0,4.0,10.0,,8.0,2.0,6.0,,4.0,4.0,,,20800822.0,880850.0,4534453.0,15385520.0,3512214.0,355288.0,3139126.0,17800.0,170022.0,40954.0,129068.0,,93758.0,1950.0,91808.0,,42000.0,42000.0,,
544,38387,,Outlying,30.0,2.0,4.0,24.0,4.0,2.0,2.0,,,,,,,,,,,,,,449587.0,39738.0,71666.0,338184.0,81404.0,39738.0,41666.0,,,,,,,,,,,,,
545,38388,,Outlying,100.0,2.0,30.0,68.0,14.0,2.0,12.0,,2.0,,2.0,,,,,,6.0,,6.0,,2114872.0,290746.0,527974.0,1296152.0,430762.0,290746.0,140018.0,,26000.0,,26000.0,,,,,,127372.0,,127372.0,
546,38390,,Outlying,54.0,2.0,8.0,44.0,10.0,2.0,8.0,,,,,,,,,,,,,,1782299.0,191550.0,80844.0,1509906.0,272394.0,191550.0,80844.0,,,,,,,,,,,,,
547,38391,"Jackson, TN",Central,64.0,12.0,22.0,30.0,6.0,,6.0,,18.0,12.0,6.0,,,,,,2.0,,2.0,,2134867.0,551974.0,472318.0,1110576.0,222956.0,,222956.0,,675716.0,551974.0,123742.0,,,,,,27200.0,,27200.0,
548,38392,"Jackson, TN",Central,30.0,4.0,,26.0,4.0,4.0,,,,,,,,,,,,,,,470942.0,64290.0,,406652.0,64290.0,64290.0,,,,,,,,,,,,,,
549,38401,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,2804.0,370.0,606.0,1828.0,416.0,142.0,266.0,8.0,132.0,78.0,52.0,2.0,28.0,14.0,10.0,4.0,34.0,2.0,26.0,6.0,185436022.0,10761850.0,33872358.0,140801814.0,40148924.0,6114849.0,13687075.0,20347000.0,2565364.0,1125384.0,1433550.0,6432.0,616327.0,364766.0,223930.0,27632.0,1190458.0,7768.0,527026.0,655664.0
550,38425,,Outlying,170.0,4.0,22.0,144.0,24.0,4.0,20.0,,,,,,2.0,,2.0,,,,,,2233190.0,42882.0,945934.0,1244376.0,973814.0,42882.0,930934.0,,,,,,15000.0,,15000.0,,,,,
551,38449,,Outlying,178.0,22.0,32.0,124.0,22.0,8.0,10.0,4.0,,,,,,,,,,,,,4974652.0,635330.0,550452.0,3788870.0,387713.0,197322.0,136225.0,54166.0,,,,,,,,,,,,
552,38450,,Outlying,264.0,14.0,48.0,202.0,56.0,14.0,42.0,,,,,,,,,,,,,,7438550.0,1027336.0,4511062.0,1900152.0,5516722.0,1027336.0,4489386.0,,,,,,,,,,,,,
553,38451,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,188.0,16.0,14.0,158.0,12.0,6.0,6.0,,,,,,4.0,,4.0,,,,,,4917090.0,357596.0,140800.0,4418694.0,141388.0,87626.0,53762.0,,,,,,27150.0,,27150.0,,,,,
554,38452,,Outlying,130.0,6.0,32.0,92.0,36.0,4.0,30.0,2.0,,,,,2.0,,2.0,,,,,,1627134.0,38970.0,561912.0,1026252.0,585884.0,27120.0,520246.0,38518.0,,,,,41666.0,,41666.0,,,,,
555,38453,,Outlying,34.0,2.0,10.0,22.0,2.0,,2.0,,,,,,,,,,,,,,296576.0,5808.0,104888.0,185880.0,16664.0,,16664.0,,,,,,,,,,,,,
556,38454,,Outlying,32.0,6.0,8.0,18.0,12.0,6.0,6.0,,,,,,,,,,,,,,378566.0,65412.0,86096.0,227058.0,143108.0,65412.0,77696.0,,,,,,,,,,,,,
557,38455,,Outlying,4.0,,2.0,2.0,,,,,2.0,,2.0,,,,,,,,,,83330.0,,41664.0,41666.0,,,,,41664.0,,41664.0,,,,,,,,,
558,38456,"Lawrenceburg, TN",Central,190.0,10.0,60.0,120.0,34.0,8.0,26.0,,4.0,2.0,2.0,,,,,,,,,,8274872.0,184240.0,1193485.0,6897146.0,489684.0,152160.0,337524.0,,73746.0,32080.0,41666.0,,,,,,,,,
559,38457,"Lawrenceburg, TN",Central,62.0,,12.0,50.0,12.0,,12.0,,,,,,,,,,,,,,673612.0,,160922.0,512690.0,160922.0,,160922.0,,,,,,,,,,,,,
560,38459,,Outlying,38.0,8.0,14.0,16.0,8.0,,8.0,,,,,,2.0,,2.0,,,,,,928995.0,175064.0,379695.0,374234.0,325141.0,,325141.0,,,,,,22852.0,,22852.0,,,,,
561,38460,,Outlying,46.0,,10.0,36.0,2.0,,2.0,,,,,,,,,,,,,,353860.0,,69054.0,284806.0,26340.0,,26340.0,,,,,,,,,,,,,
562,38461,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,52.0,2.0,16.0,34.0,14.0,2.0,12.0,,,,,,,,,,,,,,1075920.0,15822.0,593380.0,466718.0,341386.0,15822.0,325564.0,,,,,,,,,,,,,
563,38462,,Outlying,576.0,60.0,152.0,364.0,152.0,44.0,106.0,2.0,2.0,,2.0,,,,,,2.0,,2.0,,22900236.0,1387135.0,4363913.0,17149188.0,4493079.0,1124144.0,3350914.0,18022.0,28934.0,,28934.0,,,,,,14006.0,,14006.0,
564,38463,,Outlying,212.0,2.0,36.0,174.0,34.0,2.0,32.0,,,,,,,,,,,,,,3500176.0,290400.0,450108.0,2759668.0,712776.0,290400.0,422376.0,,,,,,,,,,,,,
565,38464,"Lawrenceburg, TN",Central,1436.0,112.0,348.0,976.0,314.0,76.0,236.0,2.0,8.0,,8.0,,2.0,2.0,,,2.0,2.0,,,82507522.0,3945201.0,33329100.0,45233220.0,9516709.0,1520402.0,7886306.0,110000.0,132188.0,,132188.0,,41666.0,41666.0,,,50310.0,50310.0,,
566,38468,"Lawrenceburg, TN",Central,320.0,10.0,116.0,194.0,112.0,10.0,100.0,2.0,,,,,,,,,,,,,7117277.0,49238.0,1713489.0,5354550.0,1592917.0,49238.0,1502013.0,41666.0,,,,,,,,,,,,
567,38469,"Lawrenceburg, TN",Central,258.0,18.0,78.0,162.0,82.0,18.0,64.0,,,,,,,,,,,,,,7560888.0,102372.0,3308449.0,4150066.0,1028882.0,102372.0,926510.0,,,,,,,,,,,,,
568,38471,,Outlying,48.0,6.0,10.0,32.0,10.0,2.0,8.0,,,,,,,,,,,,,,1082708.0,449836.0,343044.0,289830.0,540418.0,218000.0,322418.0,,,,,,,,,,,,,
569,38472,,Outlying,202.0,20.0,40.0,142.0,26.0,6.0,20.0,,,,,,,,,,2.0,,2.0,,3818271.0,333515.0,472299.0,3012458.0,385160.0,152434.0,232726.0,,,,,,,,,,13800.0,,13800.0,
570,38473,,Outlying,50.0,8.0,10.0,32.0,8.0,4.0,4.0,,,,,,,,,,,,,,723993.0,52386.0,44849.0,626758.0,50418.0,38198.0,12220.0,,,,,,,,,,,,,
571,38474,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,282.0,18.0,78.0,186.0,36.0,8.0,28.0,,14.0,8.0,6.0,,2.0,,2.0,,,,,,27074478.0,291909.0,3154795.0,23627774.0,802199.0,231483.0,570716.0,,166946.0,58902.0,108044.0,,14960.0,,14960.0,,,,,
572,38475,,Outlying,72.0,2.0,10.0,60.0,6.0,,6.0,,,,,,,,,,,,,,1140396.0,211372.0,175848.0,753176.0,93544.0,,93544.0,,,,,,,,,,,,,
573,38476,"Nashville-Davidson--Murfreesboro--Franklin, TN",Central,38.0,4.0,14.0,20.0,18.0,4.0,14.0,,,,,,,,,,,,,,956464.0,25826.0,110324.0,820314.0,136150.0,25826.0,110324.0,,,,,,,,,,,,,
574,38477,,Outlying,100.0,6.0,36.0,58.0,24.0,4.0,20.0,,,,,,,,,,,,,,1664492.0,68632.0,470112.0,1125748.0,383178.0,62824.0,320354.0,,,,,,,,,,,,,
575,38478,,Outlying,934.0,88.0,328.0,518.0,144.0,18.0,126.0,,26.0,10.0,14.0,2.0,8.0,4.0,4.0,,8.0,,8.0,,51346636.0,4647884.0,20284346.0,26414406.0,10986920.0,2813764.0,8173156.0,,382014.0,156122.0,215478.0,10414.0,283238.0,267340.0,15898.0,,205216.0,,205216.0,
576,38481,"Lawrenceburg, TN",Central,38.0,6.0,10.0,22.0,12.0,4.0,8.0,,,,,,,,,,2.0,,,2.0,718055.0,55578.0,165972.0,496506.0,124658.0,29896.0,94762.0,,,,,,,,,,32170.0,,,32170.0
577,38482,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,38.0,,10.0,28.0,4.0,,4.0,,,,,,,,,,,,,,887212.0,,184386.0,702826.0,57108.0,,57108.0,,,,,,,,,,,,,
578,38483,"Lawrenceburg, TN",Central,272.0,26.0,80.0,166.0,78.0,22.0,56.0,,,,,,2.0,,2.0,,,,,,6970302.0,551820.0,1566157.0,4852326.0,1238920.0,164810.0,1074112.0,,,,,,41666.0,,41666.0,,,,,
579,38485,,Outlying,592.0,68.0,136.0,388.0,168.0,54.0,112.0,2.0,2.0,2.0,,,2.0,,2.0,,4.0,4.0,,,15216997.0,1786210.0,8694303.0,4736484.0,8034419.0,1613322.0,6379497.0,41600.0,41280.0,41280.0,,,87000.0,,87000.0,,94408.0,94408.0,,
580,38486,"Lawrenceburg, TN",Central,82.0,4.0,16.0,62.0,16.0,4.0,12.0,,,,,,,,,,,,,,902796.0,47360.0,191740.0,663696.0,204864.0,47360.0,157504.0,,,,,,,,,,,,,
581,38487,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,38.0,2.0,6.0,30.0,4.0,,4.0,,,,,,,,,,,,,,1059460.0,15662.0,86232.0,957566.0,44568.0,,44568.0,,,,,,,,,,,,,
582,38488,,Outlying,124.0,12.0,32.0,80.0,22.0,8.0,14.0,,,,,,,,,,,,,,4574442.0,113262.0,1813107.0,2648074.0,574024.0,72862.0,501164.0,,,,,,,,,,,,,
583,38501,"Cookeville, TN",Central,3490.0,378.0,742.0,2370.0,470.0,172.0,288.0,10.0,34.0,12.0,20.0,2.0,32.0,14.0,16.0,2.0,22.0,8.0,12.0,2.0,181420362.0,9365626.0,39795444.0,132259294.0,22056002.0,2731268.0,18976816.0,347920.0,408332.0,153642.0,238026.0,16664.0,819600.0,373558.0,238062.0,207980.0,1050888.0,561922.0,425179.0,63788.0
584,38504,,Outlying,90.0,16.0,10.0,64.0,14.0,10.0,4.0,,,,,,,,,,,,,,1873878.0,1005058.0,95367.0,773454.0,1001630.0,982712.0,18918.0,,,,,,,,,,,,,
585,38506,"Cookeville, TN",Central,1894.0,178.0,418.0,1298.0,324.0,94.0,222.0,8.0,2.0,,2.0,,4.0,2.0,2.0,,16.0,8.0,8.0,,87827039.0,8778364.0,14996205.0,64052470.0,6830361.0,1412519.0,4852379.0,565464.0,29440.0,,29440.0,,60004.0,31384.0,28620.0,,592743.0,528786.0,63958.0,
586,38541,"Cookeville, TN",Outlying,158.0,10.0,50.0,98.0,56.0,8.0,46.0,2.0,,,,,,,,,,,,,2205759.0,162236.0,862546.0,1180976.0,610296.0,27182.0,578144.0,4970.0,,,,,,,,,,,,
587,38542,"Cookeville, TN",Outlying,8.0,,4.0,4.0,4.0,,4.0,,,,,,,,,,,,,,66444.0,,48040.0,18404.0,48040.0,,48040.0,,,,,,,,,,,,,
588,38543,"Cookeville, TN",Outlying,90.0,8.0,20.0,62.0,26.0,6.0,20.0,,,,,,,,,,,,,,764669.0,52986.0,120704.0,590980.0,161995.0,41290.0,120704.0,,,,,,,,,,,,,
589,38544,"Cookeville, TN",Central,452.0,46.0,84.0,322.0,48.0,16.0,32.0,,,,,,6.0,,6.0,,6.0,2.0,4.0,,12307587.0,728488.0,4724030.0,6855070.0,912916.0,237565.0,675352.0,,,,,,106616.0,,106616.0,,67002.0,42402.0,24600.0,
590,38545,"Cookeville, TN",Outlying,80.0,2.0,10.0,68.0,8.0,2.0,6.0,,,,,,,,,,,,,,1249166.0,41666.0,302460.0,905040.0,89144.0,41666.0,47478.0,,,,,,,,,,,,,
591,38547,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,166.0,6.0,28.0,132.0,26.0,2.0,22.0,2.0,,,,,4.0,,4.0,,,,,,1583342.0,70894.0,270594.0,1241854.0,264770.0,41664.0,220070.0,3036.0,,,,,28524.0,,28524.0,,,,,
592,38548,"Cookeville, TN",Central,54.0,6.0,6.0,42.0,6.0,,6.0,,,,,,,,,,,,,,471202.0,21956.0,67364.0,381882.0,67364.0,,67364.0,,,,,,,,,,,,,
593,38549,,Outlying,634.0,30.0,166.0,438.0,162.0,28.0,134.0,,,,,,,,,,,,,,12910701.0,592276.0,3162938.0,9155486.0,2601096.0,528466.0,2072630.0,,,,,,,,,,,,,
594,38551,,Outlying,352.0,32.0,80.0,240.0,72.0,24.0,48.0,,2.0,,2.0,,,,,,2.0,,2.0,,4951395.0,179484.0,1755610.0,3016300.0,666626.0,113504.0,553122.0,,55968.0,,55968.0,,,,,,116740.0,,116740.0,
595,38552,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,16.0,,4.0,12.0,2.0,,2.0,,,,,,,,,,,,,,143404.0,,42606.0,100798.0,41666.0,,41666.0,,,,,,,,,,,,,
596,38553,,Outlying,278.0,20.0,78.0,180.0,80.0,14.0,66.0,,,,,,,,,,,,,,5515816.0,176846.0,1198786.0,4140186.0,978642.0,91398.0,887243.0,,,,,,,,,,,,,
597,38554,"Cookeville, TN",Outlying,58.0,2.0,20.0,36.0,16.0,,16.0,,,,,,,,,,,,,,456692.0,39864.0,137044.0,279784.0,102588.0,,102588.0,,,,,,,,,,,,,
598,38555,"Crossville, TN",Central,1586.0,152.0,312.0,1122.0,182.0,48.0,134.0,,4.0,4.0,,,2.0,,2.0,,8.0,,4.0,4.0,73321283.0,6101258.0,18085801.0,49134226.0,13882924.0,3162676.0,10720248.0,,66244.0,66244.0,,,39290.0,,39290.0,,253218.0,,43922.0,209296.0
599,38556,,Outlying,1072.0,54.0,182.0,836.0,162.0,36.0,122.0,4.0,,,,,,,,,,,,,25950964.0,410600.0,6424859.0,19115504.0,2052932.0,312662.0,1715825.0,24442.0,,,,,,,,,,,,
600,38558,"Crossville, TN",Central,136.0,22.0,40.0,74.0,28.0,8.0,18.0,2.0,,,,,2.0,,2.0,,,,,,3247640.0,259862.0,549692.0,2438088.0,760696.0,91602.0,187582.0,481512.0,,,,,11644.0,,11644.0,,,,,
601,38559,,Outlying,122.0,4.0,28.0,90.0,28.0,4.0,24.0,,,,,,,,,,,,,,3662174.0,14510.0,615102.0,3032562.0,299528.0,14510.0,285016.0,,,,,,,,,,,,,
602,38560,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,76.0,4.0,12.0,60.0,12.0,2.0,10.0,,,,,,,,,,,,,,701843.0,59410.0,174938.0,467496.0,98538.0,30000.0,68538.0,,,,,,,,,,,,,
603,38562,"Cookeville, TN",Outlying,278.0,14.0,44.0,220.0,44.0,14.0,30.0,,,,,,,,,,,,,,12182118.0,137834.0,2062335.0,9981950.0,887226.0,137834.0,749394.0,,,,,,,,,,,,,
604,38563,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,238.0,6.0,26.0,206.0,16.0,2.0,14.0,,2.0,,2.0,,2.0,,2.0,,,,,,7828580.0,618336.0,869046.0,6341200.0,529946.0,27136.0,502810.0,,21224.0,,21224.0,,41666.0,,41666.0,,,,,
605,38564,"Cookeville, TN",Outlying,52.0,,10.0,42.0,2.0,,2.0,,,,,,,,,,,,,,641793.0,,97946.0,543848.0,28396.0,,28396.0,,,,,,,,,,,,,
606,38565,,Outlying,114.0,6.0,24.0,84.0,30.0,6.0,22.0,2.0,,,,,,,,,,,,,1271196.0,17594.0,293253.0,960346.0,374760.0,17594.0,291795.0,65370.0,,,,,,,,,,,,
607,38567,"Nashville-Davidson--Murfreesboro--Franklin, TN",Outlying,82.0,2.0,10.0,70.0,12.0,2.0,10.0,,,,,,,,,,,,,,783090.0,3796.0,218352.0,560940.0,222150.0,3796.0,218352.0,,,,,,,,,,,,,
608,38568,"Cookeville, TN",Outlying,138.0,2.0,44.0,92.0,46.0,2.0,44.0,,,,,,,,,,,,,,895380.0,2270.0,324700.0,568408.0,326972.0,2270.0,324700.0,,,,,,,,,,,,,
609,38569,,Outlying,22.0,2.0,,20.0,2.0,2.0,,,,,,,,,,,,,,,270916.0,22160.0,,248756.0,22160.0,22160.0,,,,,,,,,,,,,,
610,38570,"Cookeville, TN",Outlying,1136.0,124.0,354.0,658.0,388.0,102.0,282.0,4.0,,,,,,,,,,,,,38753955.0,1400954.0,19566770.0,17786233.0,9135082.0,965334.0,7840082.0,329666.0,,,,,,,,,,,,
611,38571,"Crossville, TN",Central,926.0,92.0,194.0,640.0,176.0,46.0,128.0,2.0,,,,,2.0,2.0,,,2.0,2.0,,,24419611.0,2099217.0,5402612.0,16917784.0,3413360.0,567628.0,2822878.0,22854.0,,,,,12362.0,12362.0,,,64452.0,64452.0,,
612,38572,"Crossville, TN",Central,456.0,32.0,106.0,318.0,92.0,18.0,74.0,,,,,,6.0,6.0,,,2.0,2.0,,,6871556.0,388673.0,1284060.0,5198822.0,1114322.0,270492.0,843830.0,,,,,,48871.0,48871.0,,,5288.0,5288.0,,
613,38573,"Cookeville, TN",Outlying,318.0,24.0,120.0,174.0,132.0,20.0,112.0,,,,,,,,,,,,,,3579172.0,104180.0,1474650.0,2000342.0,1524804.0,94950.0,1429853.0,,,,,,,,,,,,,
614,38574,"Cookeville, TN",Central,544.0,50.0,136.0,358.0,142.0,32.0,108.0,2.0,,,,,10.0,4.0,6.0,,,,,,12060884.0,1982200.0,4201372.0,5877312.0,3881544.0,170666.0,3705522.0,5356.0,,,,,70286.0,16500.0,53786.0,,,,,
615,38575,,Outlying,152.0,10.0,54.0,88.0,58.0,8.0,42.0,8.0,,,,,,,,,,,,,3581131.0,104824.0,373222.0,3103086.0,428012.0,81726.0,288370.0,57916.0,,,,,,,,,,,,
616,38577,,Outlying,242.0,16.0,52.0,174.0,60.0,16.0,44.0,,,,,,,,,,,,,,3136804.0,72046.0,570196.0,2494560.0,559932.0,72046.0,487884.0,,,,,,,,,,,,,
617,38578,"Crossville, TN",Central,6.0,,2.0,4.0,,,,,,,,,,,,,,,,,1767226.0,,1288.0,1765938.0,,,,,,,,,,,,,,,,
618,38579,,Outlying,80.0,4.0,4.0,72.0,8.0,4.0,4.0,,,,,,,,,,,,,,827994.0,69576.0,10504.0,747914.0,80080.0,69576.0,10504.0,,,,,,,,,,,,,
619,38580,"Cookeville, TN",Outlying,190.0,22.0,72.0,96.0,80.0,16.0,64.0,,,,,,,,,,,,,,2445580.0,841612.0,677249.0,926720.0,1422948.0,778084.0,644864.0,,,,,,,,,,,,,
620,38581,"McMinnville, TN",Central,218.0,16.0,52.0,150.0,64.0,12.0,48.0,4.0,,,,,,,,,,,,,5594918.0,141424.0,684112.0,4769382.0,884836.0,82016.0,672702.0,130118.0,,,,,,,,,,,,
621,38582,"Cookeville, TN",Central,102.0,6.0,18.0,78.0,20.0,6.0,14.0,,,,,,,,,,,,,,3178214.0,48172.0,275444.0,2854596.0,167486.0,48172.0,119314.0,,,,,,,,,,,,,
622,38583,,Outlying,1976.0,74.0,282.0,1620.0,272.0,60.0,208.0,4.0,6.0,,6.0,,4.0,4.0,,,2.0,,2.0,,57063509.0,7348320.0,5417012.0,44298176.0,3582202.0,536190.0,3006752.0,39260.0,85408.0,,85408.0,,6681416.0,6681416.0,,,16238.0,,16238.0,
623,38585,,Outlying,194.0,10.0,14.0,170.0,20.0,8.0,12.0,,,,,,,,,,,,,,2922201.0,81426.0,353800.0,2486976.0,401726.0,73926.0,327800.0,,,,,,,,,,,,,
624,38587,,Outlying,90.0,4.0,6.0,80.0,8.0,4.0,4.0,,,,,,,,,,,,,,1031284.0,34198.0,72256.0,924830.0,83230.0,34198.0,49032.0,,,,,,,,,,,,,
625,38588,"Cookeville, TN",Outlying,84.0,8.0,18.0,58.0,24.0,8.0,16.0,,,,,,,,,,,,,,867187.0,45660.0,242486.0,579040.0,251862.0,45660.0,206202.0,,,,,,,,,,,,,
626,38589,,Outlying,6.0,,4.0,2.0,2.0,,2.0,,,,,,,,,,,,,,26126.0,,18114.0,8012.0,7898.0,,7898.0,,,,,,,,,,,,,
