,zip_code,CBSA Title,MSA_central_outlying,Total_All_loans,Total_Female Owned_loans,Total_Male Owned_loans,Total_Unanswered_loans,White_All_loans,White_Female Owned_loans,White_Male Owned_loans,White_Unanswered_loans,Black_All_loans,Black_Female Owned_loans,Black_Male Owned_loans,Black_Unanswered_loans,Hispanic_All_loans,Hispanic_Female Owned_loans,Hispanic_Male Owned_loans,Hispanic_Unanswered_loans,Asian_All_loans,Asian_Female Owned_loans,Asian_Male Owned_loans,Asian_Unanswered_loans,Total_All_loan_amnt,Total_Female Owned_loan_amnt,Total_Male Owned_loan_amnt,Total_Unanswered_loan_amnt,White_All_loan_amnt,White_Female Owned_loan_amnt,White_Male Owned_loan_amnt,White_Unanswered_loan_amnt,Black_All_loan_amnt,Black_Female Owned_loan_amnt,Black_Male Owned_loan_amnt,Black_Unanswered_loan_amnt,Hispanic_All_loan_amnt,Hispanic_Female Owned_loan_amnt,Hispanic_Male Owned_loan_amnt,Hispanic_Unanswered_loan_amnt,Asian_All_loan_amnt,Asian_Female Owned_loan_amnt,Asian_Male Owned_loan_amnt,Asian_Unanswered_loan_amnt
421,38063,,Outlying,840.0,150.0,244.0,446.0,98.0,20.0,76.0,2.0,140.0,90.0,50.0,,4.0,,2.0,2.0,8.0,,6.0,2.0,31426550.0,2432603.0,9522385.0,19471562.0,4475031.0,257654.0,4175713.0,41664.0,2519772.0,1594060.0,925712.0,,197284.0,,31284.0,166000.0,187000.0,,159400.0,27600.0
422,38066,"Memphis, TN-MS-AR",Outlying,254.0,36.0,44.0,174.0,14.0,4.0,10.0,,18.0,12.0,4.0,2.0,,,,,,,,,12062208.0,759914.0,6445026.0,4857268.0,4587632.0,81666.0,4505966.0,,323238.0,208848.0,83330.0,31060.0,,,,,,,,
423,38067,,Outlying,44.0,8.0,14.0,22.0,4.0,2.0,2.0,,8.0,2.0,6.0,,,,,,,,,,957986.0,113708.0,417576.0,426702.0,7744.0,3144.0,4600.0,,133732.0,16664.0,117068.0,,,,,,,,,
424,38068,"Memphis, TN-MS-AR",Outlying,976.0,184.0,292.0,500.0,130.0,40.0,90.0,,132.0,66.0,64.0,2.0,4.0,4.0,,,4.0,,4.0,,28779603.0,6524535.0,8633796.0,13621274.0,5474633.0,3418782.0,2055851.0,,2237903.0,1065570.0,1130670.0,41664.0,83328.0,83328.0,,,211914.0,,211914.0,
425,38069,"Brownsville, TN",Central,152.0,24.0,40.0,88.0,10.0,,10.0,,22.0,16.0,6.0,,,,,,,,,,2099698.0,280576.0,595884.0,1223238.0,151074.0,,151074.0,,307522.0,185394.0,122128.0,,,,,,,,,
426,38070,,Outlying,4.0,,2.0,2.0,,,,,,,,,,,,,,,,,20800.0,,18200.0,2600.0,,,,,,,,,,,,,,,,
427,38075,,Outlying,232.0,60.0,76.0,96.0,6.0,2.0,4.0,,60.0,36.0,24.0,,,,,,,,,,5422032.0,1038882.0,1856418.0,2526730.0,36066.0,4400.0,31666.0,,1062140.0,668444.0,393696.0,,,,,,,,,
428,38076,"Memphis, TN-MS-AR",Outlying,64.0,12.0,20.0,32.0,,,,,12.0,8.0,4.0,,,,,,,,,,1662820.0,146032.0,351970.0,1164818.0,,,,,144640.0,92880.0,51760.0,,,,,,,,,
429,38077,,Outlying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,38079,,Outlying,164.0,26.0,60.0,78.0,38.0,6.0,32.0,,8.0,4.0,4.0,,2.0,2.0,,,,,,,4503352.0,854018.0,1096695.0,2552640.0,976720.0,501892.0,474830.0,,95344.0,48244.0,47100.0,,29164.0,29164.0,,,,,,
431,38080,,Outlying,122.0,6.0,28.0,88.0,26.0,4.0,22.0,,2.0,2.0,,,,,,,,,,,3580534.0,46312.0,813046.0,2721176.0,652989.0,27562.0,625428.0,,18750.0,18750.0,,,,,,,,,,
432,38103,"Memphis, TN-MS-AR",Central,2490.0,402.0,664.0,1424.0,284.0,80.0,200.0,4.0,246.0,138.0,100.0,8.0,22.0,10.0,10.0,2.0,28.0,12.0,12.0,4.0,297673646.0,21140742.0,63286760.0,213246144.0,27295566.0,3744232.0,23468004.0,83332.0,6205002.0,2665648.0,3303150.0,236204.0,1006298.0,329424.0,640746.0,36130.0,2162412.0,366456.0,1608682.0,187272.0
433,38104,"Memphis, TN-MS-AR",Central,2884.0,548.0,656.0,1680.0,362.0,138.0,212.0,12.0,350.0,192.0,154.0,4.0,18.0,8.0,10.0,,26.0,8.0,18.0,,254656120.0,21325890.0,60655503.0,172674728.0,34027050.0,8288238.0,25416943.0,321870.0,13451142.0,4005777.0,9348864.0,96500.0,573358.0,186898.0,386460.0,,1539324.0,636028.0,903296.0,
434,38105,"Memphis, TN-MS-AR",Central,686.0,192.0,164.0,330.0,26.0,10.0,16.0,,206.0,124.0,82.0,,4.0,2.0,2.0,,,,,,28356100.0,5326353.0,4449510.0,18580236.0,1941836.0,1329688.0,612148.0,,4665456.0,3021756.0,1643698.0,,80414.0,41664.0,38750.0,,,,,
435,38106,"Memphis, TN-MS-AR",Central,3078.0,752.0,754.0,1572.0,50.0,8.0,42.0,,966.0,514.0,428.0,24.0,10.0,10.0,,,10.0,,6.0,4.0,125756024.0,13907564.0,29679616.0,82168844.0,6540972.0,853522.0,5687450.0,,19202524.0,9157747.0,9176000.0,868778.0,206178.0,206178.0,,,243772.0,,226316.0,17456.0
436,38107,"Memphis, TN-MS-AR",Central,1638.0,426.0,356.0,856.0,46.0,10.0,36.0,,450.0,282.0,166.0,2.0,14.0,8.0,4.0,2.0,6.0,2.0,4.0,,43699163.0,8327454.0,10261096.0,25110612.0,2912886.0,938334.0,1974552.0,,8580238.0,4828624.0,3733284.0,18330.0,419484.0,326994.0,52490.0,40000.0,233398.0,2948.0,230450.0,
437,38108,"Memphis, TN-MS-AR",Central,1364.0,332.0,326.0,706.0,30.0,18.0,12.0,,374.0,190.0,174.0,10.0,16.0,4.0,12.0,,4.0,2.0,2.0,,71476454.0,6730066.0,10181454.0,54564934.0,1952992.0,679936.0,1273056.0,,7096673.0,3542276.0,3129964.0,424432.0,196700.0,39938.0,156762.0,,57234.0,38440.0,18794.0,
438,38109,"Memphis, TN-MS-AR",Central,5518.0,1488.0,1302.0,2728.0,32.0,10.0,20.0,2.0,1922.0,1062.0,834.0,26.0,14.0,8.0,6.0,,12.0,2.0,10.0,,135326308.0,26218898.0,32544410.0,76563000.0,6871182.0,94768.0,6608214.0,168200.0,36496728.0,18347440.0,17662904.0,486384.0,237660.0,133806.0,103854.0,,317186.0,47000.0,270186.0,
439,38111,"Memphis, TN-MS-AR",Central,3660.0,870.0,794.0,1996.0,164.0,68.0,96.0,,928.0,526.0,394.0,8.0,26.0,20.0,6.0,,26.0,8.0,16.0,2.0,139506256.0,19520311.0,26839966.0,93145978.0,8335168.0,3804068.0,4531100.0,,17970347.0,10092008.0,7768210.0,110130.0,501232.0,396378.0,104854.0,,632430.0,129404.0,490346.0,12678.0
440,38112,"Memphis, TN-MS-AR",Central,1514.0,308.0,374.0,832.0,124.0,54.0,68.0,2.0,286.0,140.0,142.0,4.0,12.0,2.0,10.0,,10.0,8.0,2.0,,101786768.0,7447634.0,29710904.0,64628227.0,6013336.0,1694856.0,4238808.0,79670.0,5360968.0,2323328.0,2954312.0,83328.0,250102.0,4000.0,246102.0,,115504.0,79104.0,36400.0,
441,38114,"Memphis, TN-MS-AR",Central,3194.0,810.0,812.0,1572.0,44.0,14.0,30.0,,1056.0,558.0,484.0,14.0,20.0,8.0,12.0,,16.0,,16.0,,82651556.0,16815921.0,21617418.0,44218216.0,5156976.0,2208602.0,2948374.0,,20553295.0,10433232.0,9927580.0,192484.0,447572.0,86246.0,361326.0,,282286.0,,282286.0,
442,38115,"Memphis, TN-MS-AR",Central,6666.0,1894.0,1362.0,3410.0,80.0,32.0,42.0,6.0,2222.0,1372.0,828.0,22.0,38.0,20.0,14.0,4.0,34.0,12.0,18.0,4.0,207305348.0,39989802.0,44958519.0,122357028.0,5583852.0,2544866.0,1817132.0,1221854.0,46069374.0,27139736.0,18016741.0,912896.0,1746794.0,352408.0,826644.0,567742.0,1542380.0,790020.0,629076.0,123284.0
443,38116,"Memphis, TN-MS-AR",Central,5542.0,1456.0,1380.0,2706.0,82.0,18.0,64.0,,1854.0,1012.0,808.0,34.0,10.0,6.0,4.0,,48.0,10.0,36.0,2.0,177669525.0,25817650.0,57100288.0,94751588.0,17207843.0,540978.0,16666866.0,,34967600.0,16614336.0,17804444.0,548822.0,177488.0,124994.0,52494.0,,1741680.0,318634.0,1170691.0,252358.0
444,38117,"Memphis, TN-MS-AR",Central,3062.0,496.0,620.0,1946.0,418.0,188.0,214.0,16.0,226.0,134.0,92.0,,22.0,2.0,20.0,,70.0,22.0,42.0,6.0,188014177.0,19609768.0,47758310.0,120646100.0,29036272.0,9302390.0,19288113.0,445768.0,4323435.0,2311920.0,2011516.0,,678010.0,15258.0,662754.0,,4436468.0,615448.0,3482020.0,339000.0
445,38118,"Memphis, TN-MS-AR",Central,6058.0,1368.0,1386.0,3304.0,176.0,34.0,136.0,6.0,1684.0,954.0,698.0,32.0,32.0,8.0,22.0,2.0,46.0,20.0,26.0,,381596382.0,29912464.0,75008462.0,276675456.0,22001489.0,4787809.0,16930630.0,283052.0,34469251.0,17042718.0,15229939.0,2196594.0,1159998.0,148700.0,967702.0,43596.0,1744168.0,1015784.0,728384.0,
446,38119,"Memphis, TN-MS-AR",Central,3584.0,614.0,786.0,2184.0,272.0,68.0,196.0,8.0,552.0,308.0,232.0,12.0,28.0,16.0,12.0,,44.0,8.0,36.0,,303228764.0,16641776.0,38942878.0,247644112.0,10160555.0,1787442.0,8151976.0,221136.0,12672859.0,5932110.0,6526869.0,213880.0,1758912.0,811412.0,947500.0,,1693702.0,255132.0,1438570.0,
447,38120,"Memphis, TN-MS-AR",Central,1744.0,148.0,380.0,1216.0,222.0,36.0,166.0,20.0,86.0,46.0,38.0,2.0,12.0,4.0,8.0,,8.0,4.0,4.0,,239727536.0,3142850.0,34701124.0,201883562.0,19888387.0,801526.0,14018792.0,5068068.0,2338264.0,962838.0,1341424.0,34000.0,210328.0,48000.0,162328.0,,196786.0,49648.0,147138.0,
448,38122,"Memphis, TN-MS-AR",Central,1678.0,324.0,342.0,1012.0,104.0,44.0,56.0,4.0,262.0,158.0,96.0,8.0,20.0,12.0,8.0,,46.0,20.0,22.0,4.0,80021406.0,6468394.0,22091699.0,51461312.0,4248698.0,619594.0,3595304.0,33800.0,5147536.0,2564482.0,2385595.0,197458.0,293018.0,192266.0,100752.0,,759980.0,427720.0,271424.0,60836.0
449,38125,"Memphis, TN-MS-AR",Central,6188.0,1572.0,1510.0,3106.0,94.0,30.0,54.0,10.0,2006.0,1022.0,948.0,36.0,40.0,28.0,10.0,2.0,50.0,22.0,28.0,,209344816.0,34907274.0,45563645.0,128873896.0,10678258.0,1382367.0,5187778.0,4108114.0,40260738.0,18459292.0,20627741.0,1173706.0,661882.0,460738.0,159480.0,41664.0,1668528.0,796706.0,871822.0,
450,38126,"Memphis, TN-MS-AR",Central,1004.0,276.0,192.0,536.0,8.0,,8.0,,296.0,188.0,102.0,6.0,,,,,,,,,73979550.0,4447791.0,15577954.0,53953806.0,6412754.0,,6412754.0,,6705654.0,3186869.0,3396916.0,121868.0,,,,,,,,
451,38127,"Memphis, TN-MS-AR",Central,4498.0,1348.0,870.0,2280.0,56.0,32.0,24.0,,1540.0,948.0,562.0,30.0,10.0,8.0,2.0,,8.0,2.0,6.0,,103580367.0,22538872.0,18859029.0,62182466.0,2933728.0,1417260.0,1516468.0,,27187148.0,15641059.0,10820125.0,725964.0,89058.0,83092.0,5966.0,,266278.0,20600.0,245678.0,
452,38128,"Memphis, TN-MS-AR",Central,5140.0,1410.0,1172.0,2558.0,54.0,16.0,36.0,2.0,1700.0,994.0,682.0,24.0,28.0,12.0,16.0,,20.0,4.0,16.0,,132522838.0,26047822.0,30522668.0,75952348.0,7556320.0,315434.0,7213807.0,27080.0,30092722.0,17430056.0,12301892.0,360774.0,653148.0,231238.0,421910.0,,683648.0,173520.0,510128.0,
453,38131,"Memphis, TN-MS-AR",Central,102.0,14.0,14.0,74.0,4.0,,4.0,,20.0,14.0,6.0,,,,,,2.0,,2.0,,16730666.0,382664.0,1045528.0,15302474.0,677268.0,,677268.0,,511006.0,382664.0,128342.0,,,,,,69918.0,,69918.0,
454,38132,"Memphis, TN-MS-AR",Central,112.0,12.0,22.0,78.0,4.0,,2.0,2.0,12.0,6.0,6.0,,4.0,,4.0,,2.0,,2.0,,25334843.0,1416254.0,4413770.0,19504820.0,183566.0,,144000.0,39566.0,3749548.0,90644.0,3658904.0,,40288.0,,40288.0,,30400.0,,30400.0,
455,38133,"Memphis, TN-MS-AR",Central,2190.0,360.0,540.0,1290.0,274.0,78.0,194.0,2.0,274.0,154.0,120.0,,18.0,4.0,14.0,,40.0,26.0,14.0,,226971388.0,14734392.0,53536204.0,158700792.0,27473675.0,6066948.0,21135267.0,271460.0,8834287.0,3109131.0,5725155.0,,3212282.0,55788.0,3156494.0,,1476164.0,752088.0,724076.0,
456,38134,"Memphis, TN-MS-AR",Central,4686.0,894.0,1098.0,2694.0,300.0,82.0,208.0,10.0,950.0,514.0,424.0,12.0,38.0,6.0,30.0,2.0,62.0,16.0,38.0,8.0,273426521.0,24123605.0,67993620.0,181309296.0,34384664.0,6605658.0,27359222.0,419784.0,19148830.0,9290558.0,9583607.0,274666.0,1114129.0,289892.0,782571.0,41666.0,2498180.0,225856.0,1851300.0,421024.0
457,38135,"Memphis, TN-MS-AR",Central,1588.0,354.0,384.0,850.0,96.0,42.0,54.0,,412.0,226.0,178.0,8.0,20.0,4.0,16.0,,10.0,4.0,6.0,,36320688.0,7217310.0,9709636.0,19393742.0,1706528.0,623452.0,1083076.0,,7847981.0,4587265.0,3079058.0,181658.0,506428.0,10780.0,495648.0,,83084.0,17032.0,66052.0,
458,38138,"Memphis, TN-MS-AR",Central,2720.0,380.0,590.0,1750.0,390.0,146.0,234.0,10.0,110.0,66.0,40.0,4.0,6.0,2.0,4.0,,66.0,32.0,34.0,,262283845.0,16110702.0,35980358.0,210192786.0,20178526.0,7072018.0,12834933.0,271576.0,1875944.0,990240.0,685754.0,199950.0,1083516.0,5904.0,1077612.0,,2841248.0,647128.0,2194120.0,
459,38139,"Memphis, TN-MS-AR",Central,874.0,126.0,220.0,528.0,192.0,84.0,108.0,,8.0,2.0,6.0,,4.0,2.0,2.0,,16.0,,16.0,,33085932.0,2287726.0,10896940.0,19901266.0,5632671.0,1583580.0,4049092.0,,205876.0,3426.0,202450.0,,73914.0,29220.0,44694.0,,1172792.0,,1172792.0,
460,38141,"Memphis, TN-MS-AR",Central,3408.0,1010.0,702.0,1696.0,28.0,8.0,20.0,,1132.0,680.0,438.0,14.0,24.0,18.0,6.0,,6.0,4.0,2.0,,99040490.0,19191614.0,25310214.0,54538660.0,11485985.0,684736.0,10801248.0,,20415477.0,12015970.0,8167467.0,232040.0,336302.0,232316.0,103986.0,,90656.0,64256.0,26400.0,
461,38152,"Memphis, TN-MS-AR",Central,2.0,,,2.0,,,,,,,,,,,,,,,,,1379400.0,,,1379400.0,,,,,,,,,,,,,,,,
462,38201,,Outlying,530.0,54.0,116.0,360.0,62.0,12.0,50.0,,12.0,6.0,6.0,,2.0,2.0,,,2.0,2.0,,,31403592.0,970987.0,18738188.0,11694416.0,2188174.0,310264.0,1877912.0,,205574.0,83914.0,121660.0,,59620.0,59620.0,,,9248.0,9248.0,,
463,38220,,Outlying,122.0,8.0,28.0,86.0,4.0,2.0,2.0,,2.0,2.0,,,,,,,,,,,2090256.0,243006.0,512696.0,1334554.0,66620.0,9710.0,56910.0,,10824.0,10824.0,,,,,,,,,,
464,38221,,Outlying,144.0,26.0,34.0,84.0,44.0,16.0,28.0,,2.0,,2.0,,,,,,,,,,2815866.0,342396.0,728928.0,1744542.0,514832.0,128108.0,386724.0,,40830.0,,40830.0,,,,,,,,,
465,38222,"Paris, TN",Central,166.0,2.0,30.0,134.0,20.0,2.0,18.0,,,,,,,,,,,,,,2648058.0,11400.0,373932.0,2262726.0,213292.0,11400.0,201892.0,,,,,,,,,,,,,
466,38224,"Paris, TN",Central,106.0,2.0,20.0,84.0,18.0,2.0,16.0,,,,,,,,,,,,,,3461402.0,5814.0,298232.0,3157356.0,286680.0,5814.0,280866.0,,,,,,,,,,,,,
467,38225,"Martin, TN",Central,396.0,16.0,62.0,318.0,52.0,14.0,36.0,2.0,4.0,,2.0,2.0,,,,,,,,,13077833.0,213944.0,4241594.0,8622294.0,732300.0,93074.0,629426.0,9800.0,47852.0,,34042.0,13810.0,,,,,,,,
468,38226,"Martin, TN",Central,30.0,4.0,6.0,20.0,10.0,4.0,6.0,,,,,,,,,,,,,,1096906.0,83332.0,120646.0,892928.0,203978.0,83332.0,120646.0,,,,,,,,,,,,,
469,38229,"Martin, TN",Central,160.0,12.0,48.0,100.0,44.0,12.0,32.0,,,,,,,,,,,,,,4768227.0,94516.0,2024775.0,2648936.0,1615657.0,94516.0,1521142.0,,,,,,,,,,,,,
470,38230,"Martin, TN",Central,206.0,2.0,20.0,184.0,12.0,,12.0,,,,,,2.0,2.0,,,,,,,8738676.0,9580.0,2670758.0,6058338.0,142958.0,,142958.0,,,,,,9580.0,9580.0,,,,,,
471,38231,"Paris, TN",Central,44.0,4.0,10.0,30.0,10.0,4.0,6.0,,,,,,,,,,,,,,9551776.0,192934.0,347870.0,9010972.0,256998.0,192934.0,64064.0,,,,,,,,,,,,,
472,38232,"Union City, TN",Central,152.0,20.0,14.0,118.0,16.0,12.0,4.0,,,,,,,,,,,,,,2302424.0,382273.0,118380.0,1801770.0,164278.0,153734.0,10544.0,,,,,,,,,,,,,
473,38233,"Jackson, TN",Outlying,208.0,8.0,30.0,170.0,4.0,2.0,2.0,,4.0,2.0,2.0,,,,,,,,,,4172423.0,67504.0,617515.0,3487404.0,53834.0,13004.0,40830.0,,83330.0,41664.0,41666.0,,,,,,,,,
474,38235,,Outlying,12.0,,2.0,10.0,2.0,,2.0,,,,,,,,,,,,,,234462.0,,18834.0,215628.0,18834.0,,18834.0,,,,,,,,,,,,,
475,38236,"Paris, TN",Central,22.0,,4.0,18.0,,,,,,,,,,,,,,,,,457298.0,,67984.0,389314.0,,,,,,,,,,,,,,,,
476,38237,"Martin, TN",Central,804.0,64.0,88.0,652.0,60.0,22.0,38.0,,14.0,6.0,8.0,,10.0,2.0,8.0,,2.0,,2.0,,51145106.0,2841578.0,2479626.0,45823901.0,2036848.0,988682.0,1048166.0,,231460.0,101888.0,129572.0,,235160.0,7208.0,227952.0,,66600.0,,66600.0,
477,38240,"Union City, TN",Central,154.0,6.0,38.0,110.0,36.0,4.0,30.0,2.0,,,,,,,,,,,,,3879677.0,78834.0,718664.0,3082178.0,680168.0,64000.0,598948.0,17220.0,,,,,,,,,,,,
478,38241,"Martin, TN",Central,50.0,,12.0,38.0,10.0,,10.0,,,,,,,,,,,,,,969518.0,,410420.0,559098.0,368754.0,,368754.0,,,,,,,,,,,,,
479,38242,"Paris, TN",Central,1460.0,100.0,194.0,1166.0,172.0,62.0,98.0,12.0,10.0,2.0,8.0,,2.0,,,2.0,8.0,,6.0,2.0,95986607.0,6885451.0,21007896.0,68093258.0,9655997.0,2425262.0,6630207.0,600526.0,171872.0,41664.0,130208.0,,179800.0,,,179800.0,151180.0,,103386.0,47794.0
480,38251,"Paris, TN",Central,242.0,,44.0,198.0,26.0,,26.0,,,,,,,,,,,,,,6406037.0,,719439.0,5686598.0,323685.0,,323685.0,,,,,,,,,,,,,
481,38253,"Union City, TN",Central,54.0,,10.0,44.0,10.0,,10.0,,,,,,,,,,,,,,1063006.0,,225650.0,837356.0,225650.0,,225650.0,,,,,,,,,,,,,
482,38254,,Outlying,4.0,,,4.0,,,,,,,,,,,,,,,,,72434.0,,,72434.0,,,,,,,,,,,,,,,,
483,38255,"Martin, TN",Central,116.0,4.0,12.0,100.0,8.0,2.0,6.0,,,,,,,,,,,,,,2761738.0,9658.0,190918.0,2561162.0,32802.0,5284.0,27518.0,,,,,,,,,,,,,
484,38256,"Paris, TN",Central,154.0,8.0,24.0,122.0,14.0,2.0,12.0,,,,,,,,,,,,,,4480474.0,139844.0,378428.0,3962202.0,136084.0,7804.0,128280.0,,,,,,,,,,,,,
485,38257,"Union City, TN",Central,272.0,14.0,36.0,222.0,28.0,10.0,16.0,2.0,4.0,2.0,2.0,,,,,,,,,,13995830.0,132692.0,3923440.0,9939700.0,490495.0,126204.0,350989.0,13302.0,13460.0,4488.0,8974.0,,,,,,,,,
486,38258,,Outlying,80.0,4.0,22.0,54.0,10.0,4.0,6.0,,,,,,,,,,,,,,935274.0,38196.0,235268.0,661812.0,112738.0,38196.0,74542.0,,,,,,,,,,,,,
487,38259,"Dyersburg, TN",Central,26.0,,,26.0,,,,,,,,,,,,,,,,,628220.0,,,628220.0,,,,,,,,,,,,,,,,
488,38260,"Union City, TN",Central,244.0,12.0,42.0,190.0,38.0,8.0,30.0,,2.0,,2.0,,,,,,,,,,5095641.0,110416.0,788656.0,4196570.0,574986.0,57711.0,517276.0,,41666.0,,41666.0,,,,,,,,,
489,38261,"Union City, TN",Central,1326.0,70.0,202.0,1054.0,126.0,24.0,94.0,8.0,34.0,14.0,20.0,,2.0,2.0,,,12.0,2.0,10.0,,91258274.0,1769710.0,18598865.0,70889698.0,4693535.0,249438.0,4104096.0,340000.0,878316.0,264144.0,614172.0,,181400.0,181400.0,,,750894.0,41666.0,709228.0,
490,38301,"Jackson, TN",Central,2026.0,334.0,470.0,1222.0,190.0,44.0,136.0,10.0,250.0,152.0,98.0,,16.0,14.0,2.0,,12.0,,12.0,,119334159.0,7785122.0,22702163.0,88846872.0,9040564.0,1200790.0,7372856.0,466918.0,5776521.0,4005402.0,1771120.0,,201608.0,125178.0,76430.0,,188774.0,,188774.0,
491,38305,"Jackson, TN",Central,4514.0,616.0,1082.0,2816.0,534.0,180.0,346.0,8.0,414.0,210.0,200.0,4.0,22.0,14.0,6.0,2.0,68.0,8.0,60.0,,272285624.0,27728826.0,55385507.0,189171292.0,28463110.0,8748140.0,19079998.0,634972.0,10141398.0,5628358.0,4453796.0,59246.0,911164.0,197598.0,50566.0,663000.0,3792324.0,196030.0,3596292.0,
492,38310,,Outlying,346.0,36.0,134.0,176.0,60.0,10.0,48.0,2.0,2.0,,2.0,,,,,,,,,,24727754.0,2006332.0,13516984.0,9204438.0,6864146.0,568536.0,6253944.0,41666.0,20830.0,,20830.0,,,,,,,,,
493,38311,,Outlying,82.0,4.0,16.0,62.0,16.0,4.0,10.0,2.0,,,,,,,,,,,,,877570.0,35344.0,356892.0,485334.0,171312.0,35344.0,126944.0,9024.0,,,,,,,,,,,,
494,38313,"Jackson, TN",Central,110.0,12.0,32.0,66.0,20.0,6.0,14.0,,,,,,2.0,2.0,,,,,,,1607738.0,178140.0,546342.0,883256.0,168746.0,51208.0,117538.0,,,,,,43600.0,43600.0,,,,,,
495,38315,,Outlying,100.0,8.0,36.0,56.0,26.0,6.0,20.0,,2.0,,2.0,,,,,,,,,,1998340.0,66902.0,563624.0,1367814.0,321886.0,25236.0,296650.0,,19556.0,,19556.0,,,,,,,,,
496,38316,"Jackson, TN",Outlying,188.0,2.0,44.0,142.0,34.0,2.0,32.0,,,,,,,,,,,,,,3766023.0,15830.0,1122168.0,2628026.0,848464.0,15830.0,832634.0,,,,,,,,,,,,,
497,38317,,Outlying,66.0,6.0,8.0,52.0,4.0,,4.0,,,,,,,,,,,,,,699285.0,108336.0,81420.0,509530.0,72670.0,,72670.0,,,,,,,,,,,,,
498,38318,,Outlying,16.0,,4.0,12.0,,,,,,,,,,,,,,,,,316658.0,,91600.0,225058.0,,,,,,,,,,,,,,,,
499,38320,,Outlying,594.0,70.0,136.0,388.0,150.0,52.0,96.0,2.0,,,,,2.0,,2.0,,,,,,25789324.0,1519697.0,6145955.0,18123672.0,4951794.0,947524.0,3915740.0,88530.0,,,,,41664.0,,41664.0,,,,,
500,38321,,Outlying,84.0,6.0,22.0,56.0,14.0,6.0,8.0,,4.0,,4.0,,,,,,,,,,769864.0,37208.0,195084.0,537572.0,128142.0,37208.0,90934.0,,9686.0,,9686.0,,,,,,,,,
501,38326,,Outlying,204.0,30.0,78.0,96.0,38.0,14.0,24.0,,,,,,,,,,,,,,7721792.0,1330842.0,3653168.0,2737780.0,1775799.0,118774.0,1657025.0,,,,,,,,,,,,,
502,38327,,Outlying,52.0,14.0,12.0,26.0,8.0,6.0,2.0,,,,,,,,,,,,,,1979472.0,741910.0,891282.0,346280.0,73354.0,55512.0,17842.0,,,,,,,,,,,,,
503,38328,,Outlying,78.0,2.0,28.0,48.0,28.0,2.0,26.0,,,,,,,,,,,,,,776600.0,18264.0,278726.0,479610.0,289400.0,18264.0,271136.0,,,,,,,,,,,,,
504,38329,,Outlying,286.0,30.0,62.0,194.0,48.0,10.0,38.0,,,,,,4.0,4.0,,,,,,,5172210.0,699710.0,2469201.0,2003298.0,2078368.0,270370.0,1807998.0,,,,,,84246.0,84246.0,,,,,,
505,38330,"Jackson, TN",Outlying,230.0,14.0,24.0,192.0,14.0,6.0,8.0,,2.0,,2.0,,,,,,,,,,5414091.0,103532.0,475762.0,4834798.0,174738.0,21484.0,153256.0,,12180.0,,12180.0,,,,,,,,,
506,38332,"Jackson, TN",Outlying,54.0,6.0,24.0,24.0,12.0,6.0,6.0,,,,,,,,,,,,,,912213.0,23272.0,438037.0,450902.0,114628.0,23272.0,91356.0,,,,,,,,,,,,,
507,38333,,Outlying,26.0,,10.0,16.0,10.0,,10.0,,,,,,,,,,,,,,718558.0,,87056.0,631502.0,87056.0,,87056.0,,,,,,,,,,,,,
508,38334,,Outlying,74.0,6.0,26.0,42.0,10.0,,10.0,,,,,,4.0,,4.0,,,,,,1494830.0,117248.0,435700.0,941882.0,139654.0,,139654.0,,,,,,33636.0,,33636.0,,,,,
509,38337,"Jackson, TN",Outlying,84.0,4.0,32.0,48.0,18.0,4.0,14.0,,2.0,,2.0,,,,,,,,,,1859298.0,10980.0,941288.0,907030.0,803578.0,10980.0,792598.0,,5830.0,,5830.0,,,,,,,,,
510,38339,,Outlying,60.0,6.0,24.0,30.0,18.0,6.0,12.0,,2.0,,2.0,,,,,,,,,,994500.0,30142.0,539912.0,424446.0,307286.0,30142.0,277144.0,,4756.0,,4756.0,,,,,,,,,
511,38340,"Jackson, TN",Outlying,562.0,70.0,178.0,314.0,68.0,24.0,42.0,2.0,14.0,10.0,4.0,,8.0,4.0,4.0,,4.0,,2.0,2.0,53737073.0,2509284.0,13862142.0,37365648.0,21316202.0,280372.0,1035830.0,20000000.0,215826.0,147498.0,68328.0,,93860.0,71180.0,22680.0,,27236.0,,12236.0,15000.0
512,38341,,Outlying,102.0,4.0,28.0,70.0,16.0,,16.0,,,,,,,,,,,,,,2961611.0,106162.0,398083.0,2457366.0,315115.0,,315115.0,,,,,,,,,,,,,
513,38342,,Outlying,42.0,8.0,8.0,26.0,12.0,8.0,4.0,,2.0,,2.0,,,,,,,,,,507348.0,99486.0,37214.0,370650.0,128232.0,99486.0,28748.0,,1622.0,,1622.0,,,,,,,,,
514,38343,"Jackson, TN",Outlying,1072.0,116.0,294.0,662.0,146.0,48.0,98.0,,66.0,18.0,44.0,4.0,18.0,6.0,12.0,,,,,,38833180.0,2367564.0,12644006.0,23821610.0,3141060.0,771382.0,2369678.0,,1878568.0,369548.0,1466556.0,42464.0,891741.0,686350.0,205391.0,,,,,
